Z,Groen et al,Schmitt et al,Simulation (extended cermide),Simulation (hairpin ceramide)
0.3144,-33.579,-30.705,-35.298,-33.511
0.3145,-33.58,-30.703,-35.315,-33.512
0.3146,-33.581,-30.701,-35.333,-33.513
0.3147,-33.582,-30.699,-35.35,-33.514
0.3148,-33.583,-30.696,-35.368,-33.515
0.3149,-33.583,-30.694,-35.385,-33.516
0.315,-33.584,-30.692,-35.403,-33.517
0.3151,-33.585,-30.69,-35.42,-33.518
0.3152,-33.586,-30.688,-35.438,-33.519
0.3153,-33.587,-30.685,-35.455,-33.52
0.3154,-33.587,-30.683,-35.473,-33.521
0.3155,-33.588,-30.681,-35.49,-33.522
0.3156,-33.589,-30.679,-35.508,-33.523
0.3157,-33.59,-30.677,-35.525,-33.524
0.3158,-33.59,-30.674,-35.543,-33.525
0.3159,-33.591,-30.672,-35.56,-33.526
0.316,-33.592,-30.67,-35.578,-33.527
0.3161,-33.593,-30.668,-35.595,-33.528
0.3162,-33.594,-30.666,-35.613,-33.529
0.3163,-33.594,-30.663,-35.631,-33.53
0.3164,-33.595,-30.661,-35.648,-33.53
0.3165,-33.596,-30.659,-35.666,-33.531
0.3166,-33.597,-30.657,-35.683,-33.532
0.3167,-33.598,-30.655,-35.701,-33.533
0.3168,-33.598,-30.652,-35.718,-33.534
0.3169,-33.599,-30.65,-35.736,-33.535
0.317,-33.6,-30.648,-35.753,-33.536
0.3171,-33.601,-30.646,-35.771,-33.537
0.3172,-33.602,-30.644,-35.788,-33.538
0.3173,-33.602,-30.641,-35.806,-33.539
0.3174,-33.603,-30.639,-35.823,-33.54
0.3175,-33.604,-30.637,-35.841,-33.541
0.3176,-33.605,-30.635,-35.858,-33.542
0.3177,-33.605,-30.633,-35.876,-33.543
0.3178,-33.606,-30.63,-35.893,-33.544
0.3179,-33.607,-30.628,-35.911,-33.545
0.318,-33.608,-30.626,-35.928,-33.546
0.3181,-33.609,-30.624,-35.946,-33.547
0.3182,-33.609,-30.622,-35.963,-33.548
0.3183,-33.61,-30.619,-35.981,-33.549
0.3184,-33.611,-30.617,-35.999,-33.55
0.3185,-33.612,-30.615,-36.016,-33.551
0.3186,-33.613,-30.613,-36.034,-33.552
0.3187,-33.613,-30.611,-36.051,-33.553
0.3188,-33.614,-30.608,-36.069,-33.554
0.3189,-33.615,-30.606,-36.086,-33.555
0.319,-33.616,-30.604,-36.104,-33.556
0.3191,-33.617,-30.602,-36.121,-33.557
0.3192,-33.617,-30.6,-36.139,-33.558
0.3193,-33.618,-30.597,-36.156,-33.559
0.3194,-33.619,-30.595,-36.174,-33.56
0.3195,-33.62,-30.593,-36.191,-33.561
0.3196,-33.62,-30.591,-36.209,-33.562
0.3197,-33.621,-30.589,-36.226,-33.563
0.3198,-33.622,-30.586,-36.244,-33.564
0.3199,-33.623,-30.584,-36.261,-33.565
0.32,-33.624,-30.582,-36.279,-33.566
0.3201,-33.624,-30.58,-36.296,-33.567
0.3202,-33.625,-30.578,-36.314,-33.568
0.3203,-33.626,-30.575,-36.331,-33.569
0.3204,-33.627,-30.573,-36.349,-33.57
0.3205,-33.628,-30.571,-36.366,-33.571
0.3206,-33.628,-30.569,-36.371,-33.572
0.3207,-33.629,-30.567,-36.366,-33.573
0.3208,-33.63,-30.564,-36.361,-33.574
0.3209,-33.631,-30.562,-36.356,-33.575
0.321,-33.632,-30.56,-36.352,-33.576
0.3211,-33.632,-30.558,-36.347,-33.577
0.3212,-33.633,-30.556,-36.342,-33.578
0.3213,-33.634,-30.553,-36.337,-33.579
0.3214,-33.635,-30.551,-36.332,-33.58
0.3215,-33.635,-30.549,-36.328,-33.581
0.3216,-33.636,-30.547,-36.323,-33.582
0.3217,-33.637,-30.545,-36.318,-33.582
0.3218,-33.638,-30.542,-36.313,-33.583
0.3219,-33.639,-30.54,-36.309,-33.584
0.322,-33.639,-30.538,-36.304,-33.585
0.3221,-33.64,-30.536,-36.299,-33.586
0.3222,-33.641,-30.534,-36.294,-33.587
0.3223,-33.642,-30.531,-36.29,-33.588
0.3224,-33.643,-30.529,-36.285,-33.589
0.3225,-33.643,-30.527,-36.28,-33.59
0.3226,-33.644,-30.525,-36.275,-33.591
0.3227,-33.645,-30.523,-36.27,-33.592
0.3228,-33.646,-30.52,-36.266,-33.593
0.3229,-33.647,-30.518,-36.261,-33.594
0.323,-33.647,-30.516,-36.256,-33.595
0.3231,-33.648,-30.514,-36.251,-33.596
0.3232,-33.649,-30.512,-36.247,-33.597
0.3233,-33.65,-30.509,-36.242,-33.598
0.3234,-33.65,-30.507,-36.237,-33.599
0.3235,-33.651,-30.505,-36.232,-33.6
0.3236,-33.652,-30.503,-36.228,-33.601
0.3237,-33.653,-30.501,-36.223,-33.602
0.3238,-33.654,-30.498,-36.218,-33.603
0.3239,-33.654,-30.496,-36.213,-33.604
0.324,-33.655,-30.494,-36.208,-33.605
0.3241,-33.656,-30.492,-36.204,-33.606
0.3242,-33.657,-30.49,-36.199,-33.607
0.3243,-33.658,-30.487,-36.194,-33.608
0.3244,-33.658,-30.485,-36.189,-33.609
0.3245,-33.659,-30.483,-36.185,-33.61
0.3246,-33.66,-30.481,-36.18,-33.611
0.3247,-33.661,-30.479,-36.175,-33.612
0.3248,-33.662,-30.476,-36.17,-33.613
0.3249,-33.662,-30.474,-36.166,-33.614
0.325,-33.663,-30.472,-36.161,-33.615
0.3251,-33.664,-30.47,-36.156,-33.616
0.3252,-33.665,-30.468,-36.151,-33.617
0.3253,-33.665,-30.466,-36.146,-33.618
0.3254,-33.666,-30.463,-36.142,-33.619
0.3255,-33.667,-30.461,-36.137,-33.62
0.3256,-33.668,-30.459,-36.132,-33.621
0.3257,-33.669,-30.457,-36.127,-33.622
0.3258,-33.669,-30.455,-36.123,-33.623
0.3259,-33.67,-30.452,-36.118,-33.624
0.326,-33.671,-30.45,-36.113,-33.625
0.3261,-33.672,-30.448,-36.108,-33.626
0.3262,-33.673,-30.446,-36.104,-33.627
0.3263,-33.673,-30.444,-36.099,-33.628
0.3264,-33.674,-30.441,-36.094,-33.629
0.3265,-33.675,-30.439,-36.089,-33.63
0.3266,-33.676,-30.437,-36.084,-33.631
0.3267,-33.677,-30.435,-36.08,-33.632
0.3268,-33.677,-30.433,-36.075,-33.633
0.3269,-33.678,-30.43,-36.07,-33.637
0.327,-33.679,-30.428,-36.065,-33.651
0.3271,-33.68,-30.426,-36.061,-33.664
0.3272,-33.68,-30.424,-36.056,-33.677
0.3273,-33.681,-30.422,-36.051,-33.691
0.3274,-33.682,-30.419,-36.046,-33.704
0.3275,-33.683,-30.417,-36.042,-33.717
0.3276,-33.684,-30.415,-36.037,-33.731
0.3277,-33.684,-30.413,-36.032,-33.744
0.3278,-33.685,-30.411,-36.027,-33.757
0.3279,-33.686,-30.408,-36.022,-33.771
0.328,-33.687,-30.406,-36.018,-33.784
0.3281,-33.688,-30.404,-36.013,-33.798
0.3282,-33.688,-30.402,-36.008,-33.811
0.3283,-33.689,-30.4,-36.003,-33.824
0.3284,-33.69,-30.397,-35.999,-33.838
0.3285,-33.691,-30.395,-35.994,-33.851
0.3286,-33.692,-30.393,-35.989,-33.864
0.3287,-33.692,-30.391,-35.984,-33.878
0.3288,-33.693,-30.389,-35.98,-33.891
0.3289,-33.694,-30.386,-35.975,-33.904
0.329,-33.695,-30.384,-35.97,-33.918
0.3291,-33.695,-30.382,-35.965,-33.931
0.3292,-33.696,-30.38,-35.96,-33.944
0.3293,-33.697,-30.378,-35.956,-33.958
0.3294,-33.698,-30.375,-35.951,-33.971
0.3295,-33.699,-30.373,-35.946,-33.985
0.3296,-33.699,-30.371,-35.941,-33.998
0.3297,-33.7,-30.369,-35.937,-34.011
0.3298,-33.701,-30.367,-35.932,-34.025
0.3299,-33.702,-30.364,-35.927,-34.038
0.33,-33.703,-30.362,-35.922,-34.051
0.3301,-33.703,-30.36,-35.918,-34.065
0.3302,-33.704,-30.358,-35.913,-34.078
0.3303,-33.705,-30.356,-35.908,-34.091
0.3304,-33.706,-30.353,-35.903,-34.105
0.3305,-33.707,-30.351,-35.898,-34.118
0.3306,-33.707,-30.349,-35.894,-34.132
0.3307,-33.708,-30.347,-35.889,-34.145
0.3308,-33.709,-30.345,-35.884,-34.158
0.3309,-33.71,-30.342,-35.879,-34.172
0.331,-33.71,-30.34,-35.875,-34.185
0.3311,-33.711,-30.338,-35.87,-34.198
0.3312,-33.712,-30.337,-35.865,-34.212
0.3313,-33.713,-30.337,-35.86,-34.225
0.3314,-33.714,-30.336,-35.856,-34.238
0.3315,-33.714,-30.335,-35.851,-34.252
0.3316,-33.715,-30.334,-35.846,-34.265
0.3317,-33.716,-30.333,-35.841,-34.278
0.3318,-33.717,-30.332,-35.836,-34.292
0.3319,-33.718,-30.331,-35.832,-34.305
0.332,-33.718,-30.33,-35.827,-34.319
0.3321,-33.719,-30.329,-35.822,-34.332
0.3322,-33.72,-30.329,-35.817,-34.345
0.3323,-33.721,-30.328,-35.813,-34.359
0.3324,-33.721,-30.327,-35.808,-34.372
0.3325,-33.722,-30.326,-35.803,-34.385
0.3326,-33.723,-30.325,-35.798,-34.399
0.3327,-33.724,-30.324,-35.794,-34.412
0.3328,-33.725,-30.323,-35.789,-34.425
0.3329,-33.725,-30.322,-35.784,-34.439
0.333,-33.726,-30.322,-35.779,-34.452
0.3331,-33.727,-30.321,-35.774,-34.465
0.3332,-33.728,-30.32,-35.77,-34.479
0.3333,-33.729,-30.319,-35.765,-34.492
0.3334,-33.729,-30.318,-35.76,-34.506
0.3335,-33.73,-30.317,-35.755,-34.519
0.3336,-33.731,-30.316,-35.751,-34.532
0.3337,-33.732,-30.315,-35.746,-34.546
0.3338,-33.733,-30.314,-35.741,-34.559
0.3339,-33.733,-30.314,-35.735,-34.572
0.334,-33.734,-30.313,-35.721,-34.586
0.3341,-33.735,-30.312,-35.706,-34.599
0.3342,-33.736,-30.311,-35.692,-34.612
0.3343,-33.736,-30.31,-35.677,-34.626
0.3344,-33.737,-30.309,-35.662,-34.639
0.3345,-33.738,-30.308,-35.648,-34.653
0.3346,-33.739,-30.307,-35.633,-34.666
0.3347,-33.74,-30.307,-35.619,-34.679
0.3348,-33.74,-30.306,-35.604,-34.693
0.3349,-33.741,-30.305,-35.59,-34.706
0.335,-33.742,-30.304,-35.575,-34.719
0.3351,-33.743,-30.303,-35.56,-34.733
0.3352,-33.744,-30.302,-35.546,-34.746
0.3353,-33.744,-30.301,-35.531,-34.759
0.3354,-33.745,-30.3,-35.517,-34.773
0.3355,-33.746,-30.299,-35.502,-34.786
0.3356,-33.747,-30.299,-35.487,-34.799
0.3357,-33.748,-30.298,-35.473,-34.813
0.3358,-33.748,-30.297,-35.458,-34.826
0.3359,-33.749,-30.296,-35.444,-34.84
0.336,-33.75,-30.295,-35.429,-34.853
0.3361,-33.751,-30.294,-35.415,-34.866
0.3362,-33.751,-30.293,-35.4,-34.88
0.3363,-33.752,-30.292,-35.385,-34.893
0.3364,-33.753,-30.292,-35.371,-34.906
0.3365,-33.754,-30.291,-35.356,-34.92
0.3366,-33.755,-30.29,-35.342,-34.933
0.3367,-33.755,-30.289,-35.327,-34.946
0.3368,-33.756,-30.288,-35.313,-34.96
0.3369,-33.757,-30.287,-35.298,-34.973
0.337,-33.758,-30.286,-35.283,-34.986
0.3371,-33.759,-30.285,-35.269,-35
0.3372,-33.759,-30.284,-35.254,-35.013
0.3373,-33.76,-30.284,-35.24,-35.027
0.3374,-33.761,-30.283,-35.225,-35.04
0.3375,-33.762,-30.282,-35.21,-35.053
0.3376,-33.763,-30.281,-35.196,-35.067
0.3377,-33.763,-30.28,-35.181,-35.08
0.3378,-33.764,-30.279,-35.167,-35.093
0.3379,-33.765,-30.278,-35.152,-35.107
0.338,-33.766,-30.277,-35.138,-35.12
0.3381,-33.766,-30.277,-35.123,-35.133
0.3382,-33.767,-30.276,-35.108,-35.147
0.3383,-33.768,-30.275,-35.094,-35.16
0.3384,-33.769,-30.274,-35.079,-35.174
0.3385,-33.77,-30.273,-35.065,-35.187
0.3386,-33.77,-30.272,-35.05,-35.2
0.3387,-33.771,-30.271,-35.036,-35.214
0.3388,-33.772,-30.27,-35.021,-35.227
0.3389,-33.773,-30.269,-35.006,-35.24
0.339,-33.774,-30.269,-34.992,-35.254
0.3391,-33.774,-30.268,-34.977,-35.267
0.3392,-33.775,-30.267,-34.963,-35.28
0.3393,-33.776,-30.266,-34.948,-35.294
0.3394,-33.777,-30.265,-34.934,-35.307
0.3395,-33.778,-30.264,-34.919,-35.32
0.3396,-33.778,-30.263,-34.904,-35.334
0.3397,-33.779,-30.262,-34.89,-35.347
0.3398,-33.78,-30.262,-34.875,-35.361
0.3399,-33.781,-30.261,-34.861,-35.374
0.34,-33.781,-30.26,-34.846,-35.387
0.3401,-33.782,-30.259,-34.831,-35.401
0.3402,-33.783,-30.258,-34.817,-35.414
0.3403,-33.784,-30.257,-34.802,-35.427
0.3404,-33.785,-30.256,-34.788,-35.441
0.3405,-33.785,-30.255,-34.773,-35.451
0.3406,-33.786,-30.254,-34.759,-35.435
0.3407,-33.787,-30.254,-34.744,-35.418
0.3408,-33.788,-30.253,-34.729,-35.402
0.3409,-33.789,-30.252,-34.715,-35.386
0.341,-33.789,-30.251,-34.7,-35.369
0.3411,-33.79,-30.25,-34.686,-35.353
0.3412,-33.791,-30.249,-34.671,-35.337
0.3413,-33.792,-30.248,-34.657,-35.32
0.3414,-33.793,-30.247,-34.642,-35.304
0.3415,-33.793,-30.247,-34.627,-35.287
0.3416,-33.794,-30.246,-34.613,-35.271
0.3417,-33.795,-30.245,-34.598,-35.255
0.3418,-33.796,-30.244,-34.584,-35.238
0.3419,-33.796,-30.243,-34.569,-35.222
0.342,-33.797,-30.242,-34.554,-35.206
0.3421,-33.798,-30.241,-34.54,-35.189
0.3422,-33.799,-30.24,-34.525,-35.173
0.3423,-33.8,-30.239,-34.511,-35.157
0.3424,-33.8,-30.239,-34.496,-35.14
0.3425,-33.801,-30.238,-34.482,-35.124
0.3426,-33.802,-30.237,-34.467,-35.108
0.3427,-33.803,-30.236,-34.452,-35.091
0.3428,-33.804,-30.235,-34.438,-35.075
0.3429,-33.804,-30.234,-34.423,-35.058
0.343,-33.805,-30.233,-34.409,-35.042
0.3431,-33.806,-30.232,-34.394,-35.026
0.3432,-33.807,-30.232,-34.38,-35.009
0.3433,-33.808,-30.231,-34.365,-34.993
0.3434,-33.808,-30.23,-34.35,-34.977
0.3435,-33.809,-30.229,-34.336,-34.96
0.3436,-33.81,-30.228,-34.321,-34.944
0.3437,-33.811,-30.227,-34.307,-34.928
0.3438,-33.811,-30.226,-34.292,-34.911
0.3439,-33.812,-30.225,-34.277,-34.895
0.344,-33.813,-30.224,-34.263,-34.878
0.3441,-33.814,-30.224,-34.248,-34.862
0.3442,-33.815,-30.223,-34.234,-34.846
0.3443,-33.815,-30.222,-34.219,-34.829
0.3444,-33.816,-30.221,-34.205,-34.813
0.3445,-33.817,-30.22,-34.19,-34.797
0.3446,-33.818,-30.219,-34.175,-34.78
0.3447,-33.819,-30.218,-34.161,-34.764
0.3448,-33.819,-30.217,-34.146,-34.748
0.3449,-33.82,-30.217,-34.132,-34.731
0.345,-33.821,-30.216,-34.117,-34.715
0.3451,-33.822,-30.215,-34.103,-34.699
0.3452,-33.823,-30.214,-34.088,-34.682
0.3453,-33.823,-30.213,-34.073,-34.666
0.3454,-33.824,-30.212,-34.059,-34.649
0.3455,-33.825,-30.211,-34.044,-34.633
0.3456,-33.826,-30.21,-34.03,-34.617
0.3457,-33.826,-30.209,-34.015,-34.6
0.3458,-33.827,-30.209,-34.001,-34.584
0.3459,-33.828,-30.208,-33.986,-34.568
0.346,-33.829,-30.207,-33.971,-34.551
0.3461,-33.83,-30.206,-33.957,-34.535
0.3462,-33.83,-30.205,-33.942,-34.519
0.3463,-33.831,-30.204,-33.928,-34.502
0.3464,-33.832,-30.203,-33.913,-34.486
0.3465,-33.833,-30.202,-33.898,-34.469
0.3466,-33.834,-30.202,-33.884,-34.453
0.3467,-33.834,-30.201,-33.869,-34.437
0.3468,-33.835,-30.2,-33.855,-34.42
0.3469,-33.836,-30.199,-33.84,-34.404
0.347,-33.837,-30.198,-33.826,-34.388
0.3471,-33.838,-30.197,-33.811,-34.371
0.3472,-33.838,-30.196,-33.796,-34.355
0.3473,-33.839,-30.195,-33.789,-34.339
0.3474,-33.84,-30.194,-33.787,-34.322
0.3475,-33.841,-30.194,-33.786,-34.306
0.3476,-33.841,-30.193,-33.785,-34.29
0.3477,-33.842,-30.192,-33.784,-34.273
0.3478,-33.843,-30.191,-33.782,-34.257
0.3479,-33.844,-30.19,-33.781,-34.24
0.348,-33.845,-30.189,-33.78,-34.224
0.3481,-33.845,-30.188,-33.779,-34.208
0.3482,-33.846,-30.187,-33.777,-34.191
0.3483,-33.847,-30.187,-33.776,-34.175
0.3484,-33.848,-30.186,-33.775,-34.159
0.3485,-33.849,-30.185,-33.774,-34.142
0.3486,-33.849,-30.184,-33.772,-34.126
0.3487,-33.85,-30.183,-33.771,-34.11
0.3488,-33.851,-30.182,-33.77,-34.093
0.3489,-33.852,-30.181,-33.769,-34.077
0.349,-33.853,-30.18,-33.767,-34.061
0.3491,-33.853,-30.179,-33.766,-34.044
0.3492,-33.854,-30.179,-33.765,-34.028
0.3493,-33.855,-30.178,-33.764,-34.011
0.3494,-33.856,-30.177,-33.763,-33.995
0.3495,-33.856,-30.176,-33.761,-33.979
0.3496,-33.857,-30.175,-33.76,-33.962
0.3497,-33.858,-30.174,-33.759,-33.946
0.3498,-33.859,-30.173,-33.758,-33.93
0.3499,-33.86,-30.172,-33.756,-33.913
0.35,-33.86,-30.172,-33.755,-33.897
0.3501,-33.861,-30.171,-33.754,-33.881
0.3502,-33.862,-30.17,-33.753,-33.864
0.3503,-33.863,-30.169,-33.751,-33.848
0.3504,-33.864,-30.168,-33.75,-33.831
0.3505,-33.864,-30.167,-33.749,-33.815
0.3506,-33.865,-30.166,-33.748,-33.799
0.3507,-33.866,-30.165,-33.746,-33.782
0.3508,-33.867,-30.164,-33.745,-33.766
0.3509,-33.867,-30.164,-33.744,-33.75
0.351,-33.868,-30.163,-33.743,-33.733
0.3511,-33.869,-30.162,-33.741,-33.717
0.3512,-33.87,-30.161,-33.74,-33.701
0.3513,-33.871,-30.16,-33.739,-33.684
0.3514,-33.871,-30.159,-33.738,-33.668
0.3515,-33.872,-30.158,-33.737,-33.652
0.3516,-33.873,-30.157,-33.735,-33.635
0.3517,-33.874,-30.157,-33.734,-33.619
0.3518,-33.875,-30.156,-33.733,-33.602
0.3519,-33.875,-30.155,-33.732,-33.586
0.352,-33.876,-30.154,-33.73,-33.57
0.3521,-33.877,-30.153,-33.729,-33.553
0.3522,-33.878,-30.152,-33.728,-33.537
0.3523,-33.879,-30.151,-33.727,-33.521
0.3524,-33.879,-30.15,-33.725,-33.504
0.3525,-33.88,-30.149,-33.724,-33.488
0.3526,-33.881,-30.149,-33.723,-33.472
0.3527,-33.882,-30.148,-33.722,-33.455
0.3528,-33.882,-30.147,-33.72,-33.439
0.3529,-33.883,-30.146,-33.719,-33.422
0.353,-33.884,-30.145,-33.718,-33.406
0.3531,-33.885,-30.144,-33.717,-33.39
0.3532,-33.886,-30.143,-33.715,-33.373
0.3533,-33.886,-30.142,-33.714,-33.357
0.3534,-33.887,-30.142,-33.713,-33.341
0.3535,-33.888,-30.141,-33.712,-33.324
0.3536,-33.889,-30.14,-33.711,-33.308
0.3537,-33.89,-30.139,-33.709,-33.292
0.3538,-33.89,-30.138,-33.708,-33.275
0.3539,-33.891,-30.137,-33.707,-33.259
0.354,-33.892,-30.136,-33.706,-33.243
0.3541,-33.893,-30.135,-33.704,-33.226
0.3542,-33.894,-30.134,-33.703,-33.249
0.3543,-33.894,-30.134,-33.702,-33.272
0.3544,-33.895,-30.133,-33.701,-33.295
0.3545,-33.896,-30.132,-33.699,-33.319
0.3546,-33.897,-30.131,-33.698,-33.342
0.3547,-33.897,-30.13,-33.697,-33.365
0.3548,-33.898,-30.129,-33.696,-33.388
0.3549,-33.899,-30.128,-33.694,-33.411
0.355,-33.9,-30.127,-33.693,-33.434
0.3551,-33.901,-30.127,-33.692,-33.457
0.3552,-33.901,-30.126,-33.691,-33.48
0.3553,-33.902,-30.125,-33.689,-33.503
0.3554,-33.903,-30.124,-33.688,-33.527
0.3555,-33.904,-30.123,-33.687,-33.55
0.3556,-33.905,-30.122,-33.686,-33.573
0.3557,-33.905,-30.121,-33.685,-33.596
0.3558,-33.906,-30.12,-33.683,-33.619
0.3559,-33.907,-30.119,-33.682,-33.642
0.356,-33.908,-30.119,-33.681,-33.665
0.3561,-33.909,-30.118,-33.68,-33.688
0.3562,-33.909,-30.117,-33.678,-33.711
0.3563,-33.91,-30.116,-33.677,-33.735
0.3564,-33.911,-30.115,-33.676,-33.758
0.3565,-33.912,-30.114,-33.675,-33.781
0.3566,-33.912,-30.113,-33.673,-33.804
0.3567,-33.913,-30.112,-33.672,-33.827
0.3568,-33.914,-30.112,-33.671,-33.85
0.3569,-33.915,-30.111,-33.67,-33.873
0.357,-33.916,-30.11,-33.668,-33.896
0.3571,-33.916,-30.109,-33.667,-33.919
0.3572,-33.917,-30.108,-33.666,-33.943
0.3573,-33.918,-30.107,-33.665,-33.966
0.3574,-33.919,-30.106,-33.663,-33.989
0.3575,-33.92,-30.105,-33.662,-34.012
0.3576,-33.92,-30.104,-33.661,-34.035
0.3577,-33.921,-30.104,-33.66,-34.058
0.3578,-33.922,-30.103,-33.659,-34.081
0.3579,-33.923,-30.102,-33.657,-34.104
0.358,-33.924,-30.101,-33.656,-34.127
0.3581,-33.924,-30.1,-33.655,-34.15
0.3582,-33.925,-30.099,-33.654,-34.174
0.3583,-33.926,-30.098,-33.652,-34.197
0.3584,-33.927,-30.097,-33.651,-34.22
0.3585,-33.928,-30.097,-33.65,-34.243
0.3586,-33.93,-30.096,-33.649,-34.266
0.3587,-33.931,-30.095,-33.647,-34.289
0.3588,-33.932,-30.094,-33.646,-34.312
0.3589,-33.933,-30.093,-33.645,-34.335
0.359,-33.934,-30.092,-33.644,-34.358
0.3591,-33.935,-30.091,-33.642,-34.382
0.3592,-33.936,-30.09,-33.641,-34.405
0.3593,-33.937,-30.089,-33.64,-34.428
0.3594,-33.938,-30.089,-33.639,-34.451
0.3595,-33.939,-30.088,-33.637,-34.474
0.3596,-33.94,-30.087,-33.636,-34.497
0.3597,-33.941,-30.086,-33.635,-34.52
0.3598,-33.942,-30.085,-33.634,-34.543
0.3599,-33.943,-30.084,-33.633,-34.566
0.36,-33.945,-30.083,-33.631,-34.59
0.3601,-33.946,-30.082,-33.63,-34.613
0.3602,-33.947,-30.082,-33.629,-34.636
0.3603,-33.948,-30.081,-33.628,-34.659
0.3604,-33.949,-30.08,-33.626,-34.682
0.3605,-33.95,-30.079,-33.625,-34.705
0.3606,-33.951,-30.078,-33.624,-34.728
0.3607,-33.952,-30.077,-33.632,-34.751
0.3608,-33.953,-30.076,-33.639,-34.774
0.3609,-33.954,-30.075,-33.647,-34.798
0.361,-33.955,-30.074,-33.655,-34.821
0.3611,-33.956,-30.074,-33.663,-34.844
0.3612,-33.957,-30.073,-33.671,-34.867
0.3613,-33.958,-30.072,-33.678,-34.89
0.3614,-33.96,-30.071,-33.686,-34.913
0.3615,-33.961,-30.07,-33.694,-34.936
0.3616,-33.962,-30.069,-33.702,-34.959
0.3617,-33.963,-30.068,-33.71,-34.982
0.3618,-33.964,-30.067,-33.717,-35.005
0.3619,-33.965,-30.067,-33.725,-35.029
0.362,-33.966,-30.066,-33.733,-35.052
0.3621,-33.967,-30.065,-33.741,-35.075
0.3622,-33.968,-30.064,-33.748,-35.098
0.3623,-33.969,-30.063,-33.756,-35.121
0.3624,-33.97,-30.062,-33.764,-35.144
0.3625,-33.971,-30.061,-33.772,-35.167
0.3626,-33.972,-30.06,-33.78,-35.19
0.3627,-33.973,-30.059,-33.787,-35.213
0.3628,-33.975,-30.059,-33.795,-35.237
0.3629,-33.976,-30.058,-33.803,-35.26
0.363,-33.977,-30.057,-33.811,-35.283
0.3631,-33.978,-30.056,-33.819,-35.306
0.3632,-33.979,-30.055,-33.826,-35.329
0.3633,-33.98,-30.054,-33.834,-35.352
0.3634,-33.981,-30.053,-33.842,-35.375
0.3635,-33.982,-30.052,-33.85,-35.398
0.3636,-33.983,-30.052,-33.857,-35.421
0.3637,-33.984,-30.051,-33.865,-35.445
0.3638,-33.985,-30.05,-33.873,-35.468
0.3639,-33.986,-30.049,-33.881,-35.491
0.364,-33.987,-30.048,-33.889,-35.514
0.3641,-33.989,-30.047,-33.896,-35.537
0.3642,-33.99,-30.046,-33.904,-35.56
0.3643,-33.991,-30.045,-33.912,-35.583
0.3644,-33.992,-30.044,-33.92,-35.606
0.3645,-33.993,-30.044,-33.928,-35.629
0.3646,-33.994,-30.043,-33.935,-35.653
0.3647,-33.995,-30.042,-33.943,-35.676
0.3648,-33.996,-30.041,-33.951,-35.699
0.3649,-33.997,-30.04,-33.959,-35.722
0.365,-33.998,-30.039,-33.966,-35.745
0.3651,-33.999,-30.038,-33.974,-35.768
0.3652,-34,-30.037,-33.982,-35.791
0.3653,-34.001,-30.037,-33.99,-35.814
0.3654,-34.002,-30.036,-33.998,-35.837
0.3655,-34.004,-30.035,-34.005,-35.86
0.3656,-34.005,-30.034,-34.013,-35.884
0.3657,-34.006,-30.033,-34.021,-35.907
0.3658,-34.007,-30.032,-34.029,-35.93
0.3659,-34.008,-30.031,-34.037,-35.953
0.366,-34.009,-30.03,-34.044,-35.976
0.3661,-34.01,-30.029,-34.052,-35.999
0.3662,-34.011,-30.029,-34.06,-36.022
0.3663,-34.012,-30.028,-34.068,-36.045
0.3664,-34.013,-30.027,-34.075,-36.068
0.3665,-34.014,-30.026,-34.083,-36.092
0.3666,-34.015,-30.025,-34.091,-36.115
0.3667,-34.016,-30.024,-34.099,-36.138
0.3668,-34.017,-30.023,-34.107,-36.161
0.3669,-34.019,-30.022,-34.114,-36.184
0.367,-34.02,-30.022,-34.122,-36.207
0.3671,-34.021,-30.021,-34.13,-36.23
0.3672,-34.022,-30.02,-34.138,-36.253
0.3673,-34.023,-30.019,-34.146,-36.276
0.3674,-34.024,-30.018,-34.153,-36.3
0.3675,-34.025,-30.017,-34.161,-36.323
0.3676,-34.026,-30.016,-34.169,-36.346
0.3677,-34.027,-30.015,-34.177,-36.369
0.3678,-34.028,-30.014,-34.184,-36.362
0.3679,-34.029,-30.014,-34.192,-36.348
0.368,-34.03,-30.013,-34.2,-36.334
0.3681,-34.031,-30.012,-34.208,-36.32
0.3682,-34.032,-30.011,-34.216,-36.306
0.3683,-34.034,-30.01,-34.223,-36.292
0.3684,-34.035,-30.009,-34.231,-36.278
0.3685,-34.036,-30.008,-34.239,-36.263
0.3686,-34.037,-30.007,-34.247,-36.249
0.3687,-34.038,-30.007,-34.255,-36.235
0.3688,-34.039,-30.006,-34.262,-36.221
0.3689,-34.04,-30.005,-34.27,-36.207
0.369,-34.041,-30.004,-34.278,-36.193
0.3691,-34.042,-30.003,-34.286,-36.179
0.3692,-34.043,-30.002,-34.293,-36.165
0.3693,-34.044,-30.001,-34.301,-36.151
0.3694,-34.045,-30,-34.309,-36.137
0.3695,-34.046,-29.999,-34.317,-36.122
0.3696,-34.047,-29.999,-34.325,-36.108
0.3697,-34.049,-29.998,-34.332,-36.094
0.3698,-34.05,-29.997,-34.34,-36.08
0.3699,-34.051,-29.996,-34.348,-36.066
0.37,-34.052,-29.995,-34.356,-36.052
0.3701,-34.053,-29.994,-34.364,-36.038
0.3702,-34.054,-29.993,-34.371,-36.024
0.3703,-34.055,-29.992,-34.379,-36.01
